NSProduto,NSJiga,Etapa,Pt100,DataHora
20006596,19130589,Validacao,Ok,2020-07-30 01:28:16
20007719,19130588,Calibracao,Fail,2020-07-30 17:26:17
20000205,19130590,Validacao,Ok,2020-07-30 19:37:29
20007900,19130587,Validacao,Ok,2020-07-30 16:09:42
20002766,19130588,Calibracao,Ok,2020-07-30 13:12:00
20000109,19130587,Calibracao,Fail,2020-07-30 18:57:46
20002718,19130588,Calibracao,Ok,2020-07-30 13:14:02
20006393,19130587,Validacao,Fail,2020-07-30 23:41:25
20009365,19130589,Validacao,Ok,2020-07-30 19:18:55
20001866,19130586,Calibracao,Ok,2020-07-30 23:14:37
20001346,19130587,Calibracao,Ok,2020-07-30 05:49:20
20008261,19130589,Calibracao,Fail,2020-07-30 02:29:53
20003674,19130588,Validacao,Fail,2020-07-30 00:58:36
20000009,19130586,Calibracao,Fail,2020-07-30 15:25:03
20003591,19130586,Calibracao,Ok,2020-07-30 21:48:53
20007726,19130586,Calibracao,Fail,2020-07-30 03:13:06
20003286,19130589,Calibracao,Ok,2020-07-30 07:58:50
20004087,19130587,Calibracao,Fail,2020-07-30 16:33:22
20005635,19130587,Validacao,Fail,2020-07-30 18:33:47
20001905,19130588,Validacao,Fail,2020-07-30 00:09:00
20008140,19130588,Calibracao,Fail,2020-07-30 05:08:32
20003294,19130586,Calibracao,Fail,2020-07-30 07:22:24
20003030,19130588,Validacao,Ok,2020-07-30 14:44:14
20002697,19130589,Calibracao,Ok,2020-07-30 07:34:46
20006762,19130587,Validacao,Ok,2020-07-30 17:44:35
20000390,19130587,Validacao,Fail,2020-07-30 01:24:48
20007801,19130586,Validacao,Ok,2020-07-30 00:13:47
20009579,19130587,Validacao,Fail,2020-07-30 22:38:39
20004620,19130588,Calibracao,Ok,2020-07-30 20:17:36
20005877,19130587,Calibracao,Fail,2020-07-30 22:36:18
20003095,19130586,Validacao,Fail,2020-07-30 10:36:36
20005891,19130590,Calibracao,Ok,2020-07-30 06:24:14
20009479,19130586,Validacao,Fail,2020-07-30 16:46:03
20006532,19130590,Validacao,Fail,2020-07-30 09:41:32
20005097,19130590,Calibracao,Fail,2020-07-30 15:17:00
20009780,19130586,Calibracao,Ok,2020-07-30 03:34:38
20003967,19130586,Validacao,Ok,2020-07-30 09:35:47
20009407,19130586,Validacao,Ok,2020-07-30 11:23:50
20001478,19130590,Validacao,Ok,2020-07-30 22:38:47
20002580,19130586,Calibracao,Fail,2020-07-30 14:30:28
20001087,19130587,Validacao,Ok,2020-07-30 13:41:49
20001065,19130589,Calibracao,Fail,2020-07-30 17:23:57
20001258,19130589,Calibracao,Ok,2020-07-30 05:42:44
20005562,19130586,Calibracao,Ok,2020-07-30 12:44:24
20009587,19130589,Validacao,Ok,2020-07-30 10:14:29
20003085,19130589,Validacao,Fail,2020-07-30 09:58:30
20002007,19130586,Validacao,Ok,2020-07-30 07:57:37
20001578,19130589,Validacao,Fail,2020-07-30 03:56:50
20005423,19130588,Calibracao,Fail,2020-07-30 19:52:14
20003391,19130587,Validacao,Fail,2020-07-30 11:26:23
20008665,19130587,Calibracao,Fail,2020-07-30 06:23:30
20005308,19130587,Calibracao,Fail,2020-07-30 21:27:33
20003893,19130587,Calibracao,Fail,2020-07-30 16:26:56
20002073,19130586,Validacao,Fail,2020-07-30 08:35:09
20009190,19130590,Calibracao,Ok,2020-07-30 18:45:18
20007654,19130587,Validacao,Ok,2020-07-30 12:17:00
20002439,19130587,Validacao,Ok,2020-07-30 06:19:05
20004329,19130590,Calibracao,Fail,2020-07-30 14:13:15
20003776,19130590,Calibracao,Ok,2020-07-30 17:29:02
20001577,19130588,Calibracao,Fail,2020-07-30 23:55:17
20006438,19130590,Calibracao,Ok,2020-07-30 02:09:56
20000773,19130586,Validacao,Fail,2020-07-30 15:24:08
20003877,19130590,Validacao,Ok,2020-07-30 06:43:31
20000477,19130589,Validacao,Fail,2020-07-30 23:23:21
20008825,19130587,Calibracao,Ok,2020-07-30 10:41:01
20005021,19130587,Calibracao,Ok,2020-07-30 14:52:37
20002960,19130590,Calibracao,Fail,2020-07-30 19:28:02
20007164,19130589,Validacao,Fail,2020-07-30 03:49:51
20006863,19130587,Validacao,Fail,2020-07-30 01:06:43
20003158,19130588,Calibracao,Ok,2020-07-30 20:51:04
20009028,19130590,Calibracao,Fail,2020-07-30 18:07:11
20007466,19130586,Calibracao,Ok,2020-07-30 10:21:44
20005780,19130589,Calibracao,Fail,2020-07-30 04:57:33
20004791,19130587,Calibracao,Ok,2020-07-30 14:12:04
20008600,19130588,Calibracao,Fail,2020-07-30 05:55:06
20007423,19130590,Validacao,Ok,2020-07-30 17:00:26
20004032,19130590,Validacao,Fail,2020-07-30 14:53:25
20008660,19130588,Calibracao,Fail,2020-07-30 15:57:48
20003740,19130590,Calibracao,Ok,2020-07-30 10:42:10
20008037,19130586,Calibracao,Fail,2020-07-30 04:31:26
20006787,19130589,Calibracao,Ok,2020-07-30 03:43:25
20007655,19130590,Validacao,Fail,2020-07-30 06:31:43
20002508,19130586,Validacao,Fail,2020-07-30 11:25:53
20003630,19130588,Validacao,Ok,2020-07-30 06:53:15
20005350,19130588,Validacao,Ok,2020-07-30 14:42:54
20008053,19130589,Calibracao,Ok,2020-07-30 06:51:41
20007324,19130590,Calibracao,Ok,2020-07-30 09:11:23
20004254,19130587,Validacao,Fail,2020-07-30 09:25:15
20004985,19130587,Validacao,Fail,2020-07-30 04:40:27
20008585,19130586,Validacao,Ok,2020-07-30 19:58:49
20002686,19130586,Calibracao,Ok,2020-07-30 18:17:21
20007531,19130589,Validacao,Fail,2020-07-30 23:09:46
20006516,19130586,Validacao,Ok,2020-07-30 12:12:16
20009985,19130587,Calibracao,Fail,2020-07-30 23:18:08
20004995,19130588,Calibracao,Fail,2020-07-30 03:28:13
20006568,19130588,Calibracao,Fail,2020-07-30 03:25:28
20004495,19130587,Validacao,Fail,2020-07-30 03:32:46
20007096,19130590,Validacao,Ok,2020-07-30 18:58:12
20002669,19130590,Validacao,Fail,2020-07-30 06:07:39
20005365,19130586,Validacao,Ok,2020-07-30 17:36:00
20009173,19130590,Calibracao,Fail,2020-07-30 16:09:14
20002780,19130586,Calibracao,Fail,2020-07-30 13:41:40
20003258,19130586,Validacao,Ok,2020-07-30 19:37:14
20002153,19130590,Validacao,Ok,2020-07-30 23:24:39
20007459,19130588,Validacao,Fail,2020-07-30 14:28:15
20000237,19130590,Validacao,Ok,2020-07-30 12:24:40
20007312,19130589,Validacao,Ok,2020-07-30 10:15:49
20000335,19130589,Calibracao,Fail,2020-07-30 23:38:27
20006384,19130587,Calibracao,Ok,2020-07-30 22:01:53
20004289,19130587,Validacao,Fail,2020-07-30 02:55:13
20008179,19130589,Validacao,Fail,2020-07-30 17:43:45
20009440,19130589,Validacao,Ok,2020-07-30 17:16:37
20001936,19130586,Validacao,Ok,2020-07-30 16:58:03
20009294,19130587,Calibracao,Fail,2020-07-30 21:36:09
20008390,19130587,Validacao,Ok,2020-07-30 16:51:17
20006532,19130587,Validacao,Fail,2020-07-30 10:55:58
20008210,19130590,Calibracao,Ok,2020-07-30 20:44:21
20001678,19130590,Validacao,Fail,2020-07-30 08:37:58
20007065,19130588,Calibracao,Fail,2020-07-30 09:39:06
20005272,19130586,Calibracao,Ok,2020-07-30 21:25:28
20001418,19130590,Calibracao,Ok,2020-07-30 18:15:01
20007214,19130586,Calibracao,Fail,2020-07-30 14:30:39
20002667,19130589,Validacao,Fail,2020-07-30 08:15:29
20009876,19130589,Calibracao,Ok,2020-07-30 06:59:04
20006842,19130589,Calibracao,Ok,2020-07-30 22:33:28
20008768,19130588,Calibracao,Fail,2020-07-30 07:39:10
20008218,19130588,Validacao,Fail,2020-07-30 19:09:28
20007833,19130588,Calibracao,Ok,2020-07-30 12:01:28
20009500,19130589,Calibracao,Ok,2020-07-30 19:00:16
20008433,19130587,Calibracao,Ok,2020-07-30 17:34:53
20008125,19130590,Calibracao,Fail,2020-07-30 21:37:53
20005072,19130589,Calibracao,Fail,2020-07-30 18:17:01
20000018,19130590,Validacao,Fail,2020-07-30 03:45:18
20007196,19130587,Calibracao,Ok,2020-07-30 03:11:02
20007357,19130587,Calibracao,Fail,2020-07-30 20:51:04
20002187,19130590,Calibracao,Fail,2020-07-30 18:00:43
20006886,19130589,Validacao,Ok,2020-07-30 05:11:12
20001571,19130587,Validacao,Ok,2020-07-30 22:59:06
20003607,19130588,Calibracao,Ok,2020-07-30 22:57:53
20002686,19130588,Calibracao,Fail,2020-07-30 03:55:00
20003516,19130587,Validacao,Ok,2020-07-30 00:13:31
20002772,19130586,Validacao,Fail,2020-07-30 03:18:18
20000655,19130590,Calibracao,Fail,2020-07-30 12:41:07
20005382,19130588,Calibracao,Fail,2020-07-30 14:28:51
20005428,19130589,Calibracao,Ok,2020-07-30 16:21:53
20001073,19130589,Calibracao,Fail,2020-07-30 22:46:52
20002388,19130588,Calibracao,Ok,2020-07-30 15:08:13
20003243,19130588,Validacao,Fail,2020-07-30 23:52:46
20001009,19130586,Calibracao,Ok,2020-07-30 03:04:54
20004240,19130588,Validacao,Ok,2020-07-30 01:19:14
20000881,19130589,Calibracao,Fail,2020-07-30 20:15:12
20005313,19130589,Validacao,Fail,2020-07-30 17:26:29
20007443,19130586,Validacao,Ok,2020-07-30 00:46:41
20002358,19130586,Validacao,Ok,2020-07-30 08:29:48
20000630,19130586,Validacao,Ok,2020-07-30 14:55:14
20007313,19130589,Calibracao,Ok,2020-07-30 01:49:42
20000146,19130589,Validacao,Ok,2020-07-30 13:27:25
20000985,19130587,Calibracao,Fail,2020-07-30 01:40:11
20002590,19130589,Validacao,Fail,2020-07-30 20:52:43
20003097,19130590,Calibracao,Ok,2020-07-30 00:47:11
20001925,19130590,Validacao,Ok,2020-07-30 01:30:13
20000596,19130589,Calibracao,Ok,2020-07-30 17:39:56
20003790,19130586,Validacao,Ok,2020-07-30 01:23:47
20007859,19130590,Validacao,Ok,2020-07-30 20:03:25
20008922,19130589,Validacao,Ok,2020-07-30 17:45:26
20001395,19130590,Validacao,Fail,2020-07-30 07:29:46
20005627,19130586,Calibracao,Fail,2020-07-30 10:39:22
20008266,19130590,Validacao,Fail,2020-07-30 23:34:32
20008123,19130586,Validacao,Ok,2020-07-30 11:48:05
20009029,19130590,Calibracao,Ok,2020-07-30 07:04:35
20009371,19130588,Validacao,Ok,2020-07-30 20:26:07
20003584,19130588,Calibracao,Fail,2020-07-30 23:12:26
20005158,19130588,Calibracao,Fail,2020-07-30 21:46:07
20006125,19130590,Validacao,Fail,2020-07-30 18:48:59
20006900,19130588,Calibracao,Ok,2020-07-30 03:13:57
20007592,19130589,Validacao,Ok,2020-07-30 21:58:27
20002780,19130589,Validacao,Fail,2020-07-30 03:23:15
20007330,19130588,Calibracao,Fail,2020-07-30 05:28:17
20001620,19130587,Calibracao,Fail,2020-07-30 07:18:15
20009363,19130586,Validacao,Fail,2020-07-30 07:16:56
20001639,19130586,Validacao,Ok,2020-07-30 09:06:40
20005646,19130589,Validacao,Fail,2020-07-30 20:41:27
20000418,19130587,Calibracao,Ok,2020-07-30 08:38:51
20005112,19130587,Validacao,Ok,2020-07-30 15:43:57
20009589,19130590,Validacao,Fail,2020-07-30 20:04:42
20007482,19130590,Validacao,Ok,2020-07-30 19:13:33
20000295,19130588,Calibracao,Ok,2020-07-30 13:36:49
20008185,19130586,Validacao,Ok,2020-07-30 10:04:04
20004570,19130589,Validacao,Ok,2020-07-30 08:42:03
20005315,19130590,Validacao,Fail,2020-07-30 01:36:33
20009876,19130590,Calibracao,Ok,2020-07-30 16:41:26
20009568,19130588,Validacao,Fail,2020-07-30 13:43:15
20007575,19130587,Validacao,Ok,2020-07-30 11:53:05
20004003,19130586,Calibracao,Fail,2020-07-30 04:39:46
20007899,19130589,Validacao,Fail,2020-07-30 16:55:40
20004567,19130588,Calibracao,Fail,2020-07-30 06:07:49
20008527,19130589,Validacao,Fail,2020-07-30 03:32:42
20008869,19130586,Validacao,Ok,2020-07-30 10:56:58
20009551,19130590,Calibracao,Ok,2020-07-30 23:42:10
20001282,19130587,Calibracao,Fail,2020-07-30 16:40:20
20002365,19130588,Validacao,Ok,2020-07-30 09:48:51
20009313,19130587,Validacao,Ok,2020-07-30 09:12:12
20006662,19130588,Validacao,Fail,2020-07-30 16:57:31
20001042,19130588,Validacao,Fail,2020-07-30 19:42:28
20004031,19130587,Calibracao,Ok,2020-07-30 13:03:00
20003820,19130587,Validacao,Ok,2020-07-30 19:19:06
20009028,19130589,Calibracao,Ok,2020-07-30 12:57:18
20004995,19130589,Validacao,Ok,2020-07-30 20:07:21
20003214,19130588,Validacao,Fail,2020-07-30 07:19:01
20009641,19130590,Validacao,Fail,2020-07-30 03:33:20
20004054,19130589,Validacao,Ok,2020-07-30 11:39:31
20002086,19130587,Calibracao,Ok,2020-07-30 06:19:17
20001632,19130587,Validacao,Ok,2020-07-30 11:17:28
20006432,19130586,Calibracao,Fail,2020-07-30 10:53:24
20002996,19130587,Validacao,Fail,2020-07-30 10:34:50
20002403,19130590,Validacao,Fail,2020-07-30 07:47:09
20009888,19130590,Calibracao,Ok,2020-07-30 18:34:50
20004591,19130587,Calibracao,Fail,2020-07-30 10:17:30
20006467,19130587,Calibracao,Fail,2020-07-30 17:11:24
20008768,19130590,Calibracao,Fail,2020-07-30 12:03:23
20000227,19130589,Validacao,Ok,2020-07-30 01:29:39
20002752,19130590,Calibracao,Ok,2020-07-30 11:20:10
20000283,19130590,Validacao,Ok,2020-07-30 12:13:15
20002298,19130586,Calibracao,Ok,2020-07-30 19:15:32
20005737,19130588,Calibracao,Ok,2020-07-30 14:14:14
20008812,19130590,Validacao,Ok,2020-07-30 18:01:55
20008441,19130587,Validacao,Fail,2020-07-30 12:47:49
20004727,19130587,Calibracao,Fail,2020-07-30 09:27:53
20001749,19130588,Validacao,Ok,2020-07-30 20:19:24
20007553,19130590,Validacao,Ok,2020-07-30 06:05:58
20001108,19130590,Validacao,Ok,2020-07-30 21:17:11
20004819,19130589,Calibracao,Fail,2020-07-30 11:09:04
20009544,19130588,Calibracao,Ok,2020-07-30 21:38:19
20003805,19130587,Validacao,Ok,2020-07-30 14:39:09
20001848,19130590,Calibracao,Fail,2020-07-30 18:35:55
20002422,19130586,Validacao,Fail,2020-07-30 02:23:31
20005891,19130586,Calibracao,Fail,2020-07-30 22:40:12
20007330,19130590,Validacao,Fail,2020-07-30 09:24:23
20007274,19130590,Validacao,Fail,2020-07-30 18:34:35
20008703,19130587,Validacao,Fail,2020-07-30 22:05:46
20004284,19130590,Calibracao,Fail,2020-07-30 05:22:49
20006728,19130587,Validacao,Fail,2020-07-30 12:13:44
20007323,19130589,Validacao,Fail,2020-07-30 19:15:15
20000176,19130587,Validacao,Ok,2020-07-30 10:11:04
20003105,19130587,Calibracao,Fail,2020-07-30 23:16:41
20009044,19130586,Validacao,Ok,2020-07-30 19:03:52
20008388,19130588,Validacao,Fail,2020-07-30 16:43:51
20006949,19130589,Validacao,Fail,2020-07-30 19:45:40
20003204,19130590,Validacao,Fail,2020-07-30 01:39:06
20002148,19130588,Calibracao,Fail,2020-07-30 15:00:08
20005455,19130588,Validacao,Ok,2020-07-30 23:37:48
20002076,19130587,Validacao,Ok,2020-07-30 00:33:27
20001497,19130590,Calibracao,Fail,2020-07-30 15:47:21
20003365,19130589,Calibracao,Ok,2020-07-30 01:08:42
20004722,19130586,Calibracao,Fail,2020-07-30 13:15:59
20001301,19130587,Calibracao,Fail,2020-07-30 20:49:01
20006666,19130587,Calibracao,Fail,2020-07-30 20:26:12
20009946,19130589,Validacao,Fail,2020-07-30 08:33:36
20002979,19130588,Calibracao,Ok,2020-07-30 13:01:06
20007583,19130590,Validacao,Ok,2020-07-30 21:11:15
20000697,19130590,Calibracao,Fail,2020-07-30 04:28:01
20007839,19130589,Validacao,Fail,2020-07-30 05:22:18
20004867,19130588,Calibracao,Fail,2020-07-30 16:10:33
20001856,19130586,Validacao,Fail,2020-07-30 09:01:19
20001499,19130586,Validacao,Ok,2020-07-30 15:36:50
20007795,19130587,Calibracao,Ok,2020-07-30 09:25:43
20004529,19130590,Validacao,Fail,2020-07-30 16:46:49
20009220,19130588,Validacao,Ok,2020-07-30 13:01:31
20006497,19130589,Validacao,Fail,2020-07-30 18:28:21
20006530,19130589,Validacao,Fail,2020-07-30 08:34:34
20005083,19130586,Validacao,Fail,2020-07-30 04:14:01
20001037,19130590,Calibracao,Ok,2020-07-30 22:08:01
20002818,19130588,Validacao,Fail,2020-07-30 03:22:12
20002309,19130590,Calibracao,Ok,2020-07-30 02:28:32
20005289,19130589,Calibracao,Ok,2020-07-30 18:58:04
20008449,19130589,Calibracao,Ok,2020-07-30 04:46:18
20000237,19130586,Calibracao,Ok,2020-07-30 02:42:33
20007578,19130589,Calibracao,Fail,2020-07-30 13:06:57
20001657,19130586,Validacao,Fail,2020-07-30 15:34:10
20006823,19130587,Validacao,Ok,2020-07-30 13:41:32
20003617,19130589,Validacao,Ok,2020-07-30 00:56:51
20007032,19130586,Validacao,Ok,2020-07-30 12:02:54
20005417,19130588,Validacao,Ok,2020-07-30 20:44:44
20004468,19130587,Validacao,Fail,2020-07-30 07:56:21
20002787,19130588,Calibracao,Fail,2020-07-30 05:06:25
20009965,19130587,Validacao,Ok,2020-07-30 11:41:09
20000287,19130587,Validacao,Ok,2020-07-30 23:24:25
20000035,19130587,Calibracao,Fail,2020-07-30 17:26:18
20005768,19130589,Validacao,Fail,2020-07-30 01:46:24
20000714,19130590,Validacao,Fail,2020-07-30 11:01:31
20009078,19130589,Calibracao,Fail,2020-07-30 03:42:09
20000857,19130587,Validacao,Fail,2020-07-30 11:49:31
20001477,19130586,Calibracao,Ok,2020-07-30 10:43:27
20009759,19130589,Calibracao,Fail,2020-07-30 00:12:37
20004704,19130588,Validacao,Ok,2020-07-30 15:25:01
20007168,19130590,Validacao,Fail,2020-07-30 22:45:44
20009382,19130590,Calibracao,Fail,2020-07-30 04:19:38
20006924,19130587,Calibracao,Fail,2020-07-30 05:17:41
20004483,19130589,Calibracao,Fail,2020-07-30 10:08:30
20009273,19130590,Validacao,Ok,2020-07-30 07:24:22
20002530,19130590,Validacao,Ok,2020-07-30 13:17:46
20006990,19130587,Validacao,Ok,2020-07-30 16:28:16
20007395,19130586,Calibracao,Fail,2020-07-30 15:18:23
20002524,19130588,Calibracao,Fail,2020-07-30 07:36:18
20008691,19130590,Calibracao,Ok,2020-07-30 09:38:14
20001464,19130588,Calibracao,Fail,2020-07-30 09:28:49
20004158,19130590,Validacao,Ok,2020-07-30 22:38:49
20006378,19130587,Validacao,Fail,2020-07-30 12:10:00
20007439,19130590,Validacao,Fail,2020-07-30 10:38:41
20009509,19130589,Calibracao,Ok,2020-07-30 07:18:32
20001302,19130590,Calibracao,Ok,2020-07-30 03:49:09
20002443,19130586,Validacao,Fail,2020-07-30 12:34:46
20002925,19130587,Calibracao,Fail,2020-07-30 19:59:12
20009960,19130586,Validacao,Ok,2020-07-30 12:14:17
20006615,19130586,Calibracao,Ok,2020-07-30 15:24:18
20006803,19130590,Calibracao,Ok,2020-07-30 15:15:15
20006461,19130589,Validacao,Fail,2020-07-30 00:23:33
20000964,19130589,Validacao,Fail,2020-07-30 13:15:06
20000164,19130586,Calibracao,Fail,2020-07-30 06:55:00
20004051,19130589,Validacao,Ok,2020-07-30 04:44:24
20004631,19130589,Calibracao,Ok,2020-07-30 00:02:59
20006744,19130588,Calibracao,Fail,2020-07-30 15:28:16
20008427,19130587,Validacao,Fail,2020-07-30 06:04:16
20006167,19130590,Validacao,Fail,2020-07-30 10:26:13
20007612,19130590,Calibracao,Ok,2020-07-30 01:11:11
20000834,19130587,Calibracao,Fail,2020-07-30 02:59:50
20008290,19130590,Calibracao,Fail,2020-07-30 18:34:11
20009648,19130586,Calibracao,Fail,2020-07-30 17:40:28
20009858,19130589,Calibracao,Ok,2020-07-30 09:26:28
20006747,19130588,Validacao,Ok,2020-07-30 05:38:59
20006885,19130590,Validacao,Fail,2020-07-30 20:31:55
20007911,19130586,Validacao,Ok,2020-07-30 16:06:05
20008767,19130586,Validacao,Ok,2020-07-30 17:56:24
20007737,19130586,Calibracao,Ok,2020-07-30 04:44:38
20004338,19130589,Validacao,Ok,2020-07-30 04:42:19
20003475,19130589,Validacao,Ok,2020-07-30 15:00:49
20003635,19130586,Validacao,Ok,2020-07-30 19:23:39
20003246,19130586,Calibracao,Fail,2020-07-30 08:48:04
20004065,19130587,Validacao,Fail,2020-07-30 04:43:27
20006588,19130589,Validacao,Ok,2020-07-30 07:16:38
20001775,19130586,Validacao,Ok,2020-07-30 05:35:47
20004506,19130589,Validacao,Ok,2020-07-30 23:40:08
20007868,19130587,Validacao,Fail,2020-07-30 21:17:13
20003286,19130588,Calibracao,Ok,2020-07-30 06:39:59
20000231,19130586,Validacao,Ok,2020-07-30 02:19:09
20001961,19130587,Calibracao,Ok,2020-07-30 20:32:18
20006651,19130586,Calibracao,Ok,2020-07-30 04:55:51
20008832,19130586,Calibracao,Ok,2020-07-30 08:30:49
20008316,19130590,Calibracao,Ok,2020-07-30 00:10:37
20001620,19130588,Calibracao,Fail,2020-07-30 05:52:29
20002121,19130588,Validacao,Ok,2020-07-30 19:08:56
20009232,19130586,Calibracao,Ok,2020-07-30 13:36:45
20008237,19130590,Validacao,Fail,2020-07-30 12:55:06
20000592,19130590,Calibracao,Fail,2020-07-30 06:42:05
20009791,19130589,Calibracao,Fail,2020-07-30 13:28:13
20005212,19130586,Calibracao,Fail,2020-07-30 21:00:21
20005274,19130587,Validacao,Fail,2020-07-30 21:34:34
20006195,19130587,Validacao,Ok,2020-07-30 09:05:45
20006235,19130588,Calibracao,Ok,2020-07-30 18:29:14
20009149,19130586,Calibracao,Fail,2020-07-30 12:52:21
20007815,19130587,Validacao,Ok,2020-07-30 06:47:19
20005290,19130587,Calibracao,Ok,2020-07-30 21:18:57
20005838,19130590,Calibracao,Ok,2020-07-30 03:39:58
20003243,19130589,Calibracao,Ok,2020-07-30 22:40:53
20008642,19130586,Calibracao,Ok,2020-07-30 17:35:49
20002321,19130587,Calibracao,Fail,2020-07-30 21:28:00
20003594,19130590,Calibracao,Ok,2020-07-30 20:14:06
20001624,19130587,Calibracao,Fail,2020-07-30 04:31:31
20009584,19130589,Calibracao,Fail,2020-07-30 07:09:06
20004589,19130589,Calibracao,Ok,2020-07-30 02:01:50
20003385,19130586,Validacao,Fail,2020-07-30 11:12:19
20001612,19130590,Calibracao,Ok,2020-07-30 17:49:28
20003170,19130589,Calibracao,Ok,2020-07-30 21:59:51
20007411,19130590,Validacao,Ok,2020-07-30 21:41:47
20000669,19130587,Validacao,Fail,2020-07-30 06:30:04
20001119,19130590,Validacao,Fail,2020-07-30 21:39:49
20004235,19130588,Calibracao,Fail,2020-07-30 13:46:28
20006874,19130588,Validacao,Fail,2020-07-30 20:03:48
20002830,19130590,Validacao,Fail,2020-07-30 20:31:10
20003429,19130590,Calibracao,Ok,2020-07-30 21:54:39
20003088,19130588,Calibracao,Ok,2020-07-30 07:42:16
20007912,19130586,Calibracao,Ok,2020-07-30 16:28:07
20003157,19130588,Validacao,Ok,2020-07-30 16:06:01
20004744,19130590,Validacao,Ok,2020-07-30 09:38:43
20003145,19130589,Calibracao,Ok,2020-07-30 00:19:12
20008549,19130586,Calibracao,Fail,2020-07-30 12:49:31
20003281,19130588,Calibracao,Fail,2020-07-30 18:42:49
20002543,19130586,Calibracao,Fail,2020-07-30 07:54:59
20002281,19130590,Validacao,Ok,2020-07-30 20:02:45
20002899,19130586,Validacao,Fail,2020-07-30 09:23:56
20007512,19130590,Calibracao,Fail,2020-07-30 23:35:02
20005370,19130586,Calibracao,Ok,2020-07-30 23:35:39
20000435,19130586,Calibracao,Ok,2020-07-30 10:51:26
20008143,19130590,Validacao,Ok,2020-07-30 09:13:01
20002208,19130589,Validacao,Fail,2020-07-30 15:23:33
20009816,19130588,Validacao,Fail,2020-07-30 13:39:14
20003224,19130588,Validacao,Ok,2020-07-30 17:16:39
20009168,19130589,Validacao,Fail,2020-07-30 19:00:24
20004424,19130590,Calibracao,Fail,2020-07-30 12:05:45
20006082,19130588,Calibracao,Fail,2020-07-30 16:50:22
20007561,19130588,Validacao,Ok,2020-07-30 10:18:46
20004495,19130587,Calibracao,Fail,2020-07-30 01:03:49
20008815,19130588,Validacao,Fail,2020-07-30 00:47:27
20005070,19130589,Calibracao,Ok,2020-07-30 11:16:53
20005708,19130588,Validacao,Ok,2020-07-30 03:37:06
20008335,19130586,Validacao,Fail,2020-07-30 03:37:10
20000376,19130589,Calibracao,Fail,2020-07-30 08:37:33
20001442,19130588,Calibracao,Fail,2020-07-30 05:38:32
20001747,19130586,Validacao,Ok,2020-07-30 06:39:03
20002783,19130586,Calibracao,Ok,2020-07-30 17:31:48
20003708,19130590,Calibracao,Ok,2020-07-30 13:28:51
20001837,19130590,Calibracao,Ok,2020-07-30 05:04:07
20006506,19130588,Validacao,Ok,2020-07-30 19:09:44
20001896,19130589,Calibracao,Fail,2020-07-30 10:41:39
20006919,19130586,Calibracao,Ok,2020-07-30 14:23:07
20003608,19130587,Validacao,Fail,2020-07-30 17:37:12
20006455,19130586,Calibracao,Fail,2020-07-30 11:07:15
20008009,19130587,Validacao,Fail,2020-07-30 13:07:18
20009593,19130589,Calibracao,Ok,2020-07-30 03:47:38
20005374,19130590,Calibracao,Fail,2020-07-30 19:05:08
20006433,19130590,Validacao,Fail,2020-07-30 08:56:17
20005852,19130586,Validacao,Fail,2020-07-30 23:35:50
20009864,19130588,Validacao,Ok,2020-07-30 08:42:46
20003637,19130587,Calibracao,Fail,2020-07-30 14:25:38
20009160,19130590,Validacao,Fail,2020-07-30 17:04:14
20005888,19130590,Calibracao,Fail,2020-07-30 08:01:30
20002050,19130590,Calibracao,Fail,2020-07-30 18:30:55
20003301,19130589,Validacao,Ok,2020-07-30 11:45:24
20006900,19130588,Calibracao,Ok,2020-07-30 02:50:26
20006560,19130589,Validacao,Ok,2020-07-30 02:46:57
20000953,19130589,Validacao,Ok,2020-07-30 10:51:28
20009881,19130590,Calibracao,Fail,2020-07-30 17:34:06
20005937,19130589,Calibracao,Fail,2020-07-30 23:02:33
20002838,19130588,Validacao,Ok,2020-07-30 11:24:57
20004137,19130587,Validacao,Ok,2020-07-30 09:50:48
20004221,19130590,Calibracao,Fail,2020-07-30 02:55:36
20001148,19130587,Validacao,Fail,2020-07-30 06:15:37
20007283,19130587,Validacao,Ok,2020-07-30 10:21:31
20009525,19130588,Calibracao,Fail,2020-07-30 00:50:40
20001870,19130588,Validacao,Ok,2020-07-30 17:17:06
20005112,19130589,Validacao,Fail,2020-07-30 01:35:00
20004717,19130587,Calibracao,Ok,2020-07-30 21:36:11
20009287,19130586,Calibracao,Ok,2020-07-30 09:36:52
20006511,19130589,Calibracao,Ok,2020-07-30 05:25:37
20009255,19130587,Validacao,Ok,2020-07-30 11:13:31
20006612,19130587,Calibracao,Fail,2020-07-30 06:06:24
20005286,19130589,Validacao,Ok,2020-07-30 05:12:01
20000839,19130588,Calibracao,Ok,2020-07-30 02:31:29
20000380,19130588,Validacao,Ok,2020-07-30 03:30:37
20007784,19130589,Validacao,Ok,2020-07-30 08:46:57
20004017,19130586,Calibracao,Ok,2020-07-30 16:39:23
20006460,19130590,Validacao,Fail,2020-07-30 12:18:22
20001464,19130589,Validacao,Fail,2020-07-30 07:17:58
20008615,19130589,Validacao,Ok,2020-07-30 05:49:33
20006861,19130587,Validacao,Fail,2020-07-30 13:38:56
20002755,19130589,Calibracao,Ok,2020-07-30 23:41:18
20000589,19130588,Validacao,Ok,2020-07-30 22:50:50
20004004,19130587,Validacao,Fail,2020-07-30 07:32:58
